text,is_noisy_text
СантуАнтониудасМисойнс порт муниципалитет Бразилии входит штат РиуГрандидуСул Составная часть мезорегиона Северозапад штата РиуГрандидуСул Входит экономикостатистический микрорегион СантуАнжелу Население составляет человек год Занимает площадь км Плотность населения челкм,False
Климат местности субтропический гумидный соответствии классификацией Кёппена климат относится категории,False
Владимирские губернские ведомости рус дореф Владимірскія губернскія вѣдомости первое периодическое печатное издание официальная газета Владимирской губернии,False
Первый номер газеты вышел января года,False
другие Губернские ведомости газета состояла официальной неофициальной частей Положении порядке дел Губернских Правлениях июня года отмечалось следующее облегчения сокращения порядке сношений Губернского Правления доставления присутственным местам должностным лицам вообще каждому удобнейшего средства получать надлежащее время сведения постановлениях распоряжениях Губернского Начальства равно других предметах следующих общему сведению издаются каждом Губернском Правлении особые Губернские Ведомости Губернские Ведомости разделяются две части оффициальную оффициальную положения перечислены темы следовало рассматривать официальной части речь шла предметах неофициальной части первой под названием Часть Оффиціальная публиковались правительственные губернские информационные законодательнораспорядительные материалы Вторая часть называлась Прибавление къ Владимірскимъ Губернскимъ Ведомостямъ посвящена различным новостным заметкам событиях жизни губернии также значительное место уделялось краеведению также здесь публиковались исторические географические статистические материалы время газете запрещалось печатать какиелибо материалы политические темы,False
Первым главным редактором неофициальной части стал производитель дел статистического комитета З Богословский занимался размещением газете работ членов комитета включая заметки различных интересных событиях произошли последнее время губернии,False
января год главным редактором неофициальной части являлся Д Небаба,False
Герцен время ссылки января года назначен главным редактором автором неофициальной части полном собрании сочинений помещены газетных статей Благодаря Герцену газете опубликовано большое количество материалов документов истории Владимирской губернии включая различные очерки Владимире Суздале Шуе также описания древнейших памятников зодчества трактат развитии промышленности Вязниках другое,False
середины года главным помощником Герцена неофициальной части становится Е Протопопов после возвращения первого ссылки годах становится главным редактором Протопопове неофициальная часть газеты стала углублённо заниматься краеведением превратилась центр местных краеведов Краевед Смирнова отмечал Борисов Доброхотов Н Тихонравов др должны признаны учениками Протопопов период годы написал общей сложности около статей газету,False
годах главным редактором неофициальной части Способин годах М Кротков годах Доброхотов апреля года Н Тихонравов году начиная П Проскура году начиная Н Артлебен году начиная Альбицкий,False
Тихонравов сумел добиться газета стала лучших периодических изданий широте охвата опубликованных археологических этнографических исследований материалов ранее неизданных исторических документов Тихомирову принадлежит около материалов опубликованных Ведомостях получил прозвище владимирского Несторалетописца,False
Тихонравов создал новые отделы городских известий вестей провинции также сеть собственных корреспондентов уездах способствовало превращению газеты издание насыщенное местной тематикой Кроме смог увеличить тираж издания экземпляров число частных подписчиков довести человек М Н Мазаев Энциклопедическом словаре Брокгауза Ефрона отмечал время главными редакторами Тихонравов Артлебен требование газету увеличилось экз,False
Известными сотрудниками газеты являлись Борисов Веселовский П Гаврилов иеромонах Иоасаф Гапонов Голышев П Гундобин Д Дмитревский М Лядов Н Шаганов году газете работал М Е СалтыковЩедрин,False
Правопреемником Владимирских губернских ведомостей считает созданная году газета Владимирские ведомости,False
общество стало учредителей журнала Биология внутренних вод,False
Органом управления Гидробиологического Общества период между съездами является Центральный совет Общества входят Президиум Центрального совета председатели региональных отделений Общества Президент Президиум Центрального совета ГБО РАН Голубков Сергей Михайлович членкорреспондент РАН Зоологический институт РАН,False
Поиск изображенийна Викискладе,False
лат вид полужесткокрылых насекомыхкокцид рода семейства мучнистые червецы,False
Питаются соками корней растений,False
Вид впервые описан году энтомологом Дж Холлом,False
Таксон включён состав рода Видовое название происходит родового имени растенияхозяина происходит развитие червецов,False
Е Чжэюнь китайский бизнесмен обвинён причастности коррупции бельгийском футболе скандалу со ставками году Несколько команд иили игроков получили деньги влияние результаты матчей вовлечённые игроки уверены возможности получения прибыли,False
Команды фигурировали скандале Льерс ЛаЛувьер СентТрюйден Монс Вербрудеринг Гел Беерсхот Е Чжэюнь всегда подбирал команды финансовыми проблемами исключением Беерсхота время должен провести решающий матч против боровшегося выживание Монса Слухи договорных играх начали ходить после нескольких матчей очень много ставок необычными событиями иили результатами например Льерс дважды неожиданно выйдет матч резервным составом Е Чжэюнь также владельцем финской команды Алианси ныне существующего обанкротившегося клуба также повидимому конце существования также участником договорных матчей Полиция расследовала дело нашла достаточных доказательств,False
Королевская бельгийская футбольная ассоциация подверглась жёсткой критике со стороны прессы футбольных болельщиков ненадлежащее расследование данного случая Много игроков команд обвинены причастности коррупции конце концов договорных матчах признаны виновными команда Льерс переведён третий дивизион тренер Паул Пут трёхлетняя дисквалификация игрок Хасан Качич двухлетняя дисквалификация Льерс Качич обжаловали приговор конечном итоге марта оправданы,False
Е Чжэюнь основном работал вместе Пьетро Аллаттой Оливье Сураем Полиция арестовала обоих освобождены после допроса марта Министерство юстиции Бельгии выдало международный ордер арест Е Чжэюня данный момент место пребывания неизвестно адвокат сказал интервью французский спортивной газете Е Чжэюнь отрицал обвинения время находился гдето Китае,False
августа года федеральный прокурор объявил хочет расследовать дело установлено бывший тренер Льерс Паул Пут вратарь Клифф Мардулье восемь других эксигроков Льерса получили взятки между евро человека,False
лат подсемейство двукрылых семейства жужжал,False
представители подсемейства коренастые компактные мухи часто пчелоподобные внешнему виду обычно встречаются отдыхающими цветах особенно маргаритках семейства Отдельные особи обычно покрываются пыльцевыми зернами запутываются волосах Синапоморфии таксона педицель небольшим дорсальным шипом задний край эпандрия со сложной выемкой также встречается Жгутик усика щупики одночлениковые Крылья тремя ветвями жилки М присутствует анальная ячейка обычно закрыта Пропрестернум грушевидный анепимерон голый латеротергит медиотергит голые Преанальные щетинки отсутствуют исключением нескольких присутствующих,False
Около родов Ранее группу рассматривали трибу подсемействе года статусе отдельного подсемейства,False
Население переписи года составляло человека Почтовый индекс Телефонный код Занимает площадь км Код КОАТУУ,False
Одесская обл Великомихайловский рн Полезное ул Набережная,False
Князь Даниил Иванович Долгоруков воевода окольничий Смутное время времена правления царя Михаила Фёдоровича Рюрикович колене,False
Сын князя Ивана Андреевича ДолгоруковаШибана Имел брата князя Фёдора Ивановича,False
Воевода послан князем Мстиславским войском Путивлю против поляков апреля Назначен м воеводой Тверь челобитью Тверич князь Данилу Твери велено Назначен размене пленных переназначено отправиться Калугу декабрь Встречал санях английского посла декабря Первый воевода Калуге декабре велено идти Брянск оттуда идти литовских людей воинским людям собираться Калуге Первый воевода Калуге должен очистить Рославльский уезд поляков пошёл Дорогобужу поляки отошли Смоленску велено обождать после отозван Москву Присутствовал й встрече персидского посла ноября отпуске января поводу родственник Г ДолгорукийЧертёнок местничал просил записать ровень случай осады Москвы королевичем Владиславом должен защищать Калужские ворота сентябрь Пожалован окольничии декабря Послан размена пленными крымцами Исполнял дворцовые службы встречал провожал послов часто приглашаем Государеву столу свадьбе царя царицы конюшево место ходил санями сентября Обедал Государя декабря местничество Фёдором Ивановичем Шереметьевым посажен тюрьму послан князь Данила тюрьму сидел дня праздник Рождества Христово Государь пожаловал тюрьмы выпустить велел со двора съезжать велено Государева указу второй свадьбе Государя распоряжался поезжанами царицыных саней февраля Послан Валуйки размена пленных где скончался,False
Владел поместьями вотчинами Московском уезде,False
Лжедмитрии окольничим вступлении престол царя Михаила Фёдоровича видимо писался Посылал карего бобра бил челом Петру Сапеге где называл окольничим Государя Дмитрия Ивановича,False
Год смерти князя Даниила Ивановича П Долгорукова Русском биографическом словаре означен деле умер конце июля начале августа явствует донесения дьяка Ивана Михайловича подтверждается приёме шведского посла парада ноября жена выставляла людей,False
Жена Мария Алексеевна свадьбе Государя й свахой Государевой стороны имела поместья Малоярославецком уезде,False
основе спектакля году Творческим объединением Экран снят одноимённый телевизионный художественный фильм,False
роли Карлсона Спартак Мишулин октября июля выступил театральной сцене более двух тысяч раз объехав спектаклем страну Актёр играл роль Театре сатиры более тридцати пяти лет,False
Озорной Карлсон доверчивый Малыш герои известной сказки Карлсон красивый умный меру упитанный мужчина расцвете сил живёт крыше умеет летать очень любит пошалить последствия шалостей фирменная отговорка Пустяки делото житейское Правда родители Малыша считают равно скучать со летающим другом приходится лазая крышам друзья предотвращают крупную кражу роли квартирного вора Андрей Миронов вместе укрощают злую домомучительницу фрекен Бок,False
возвращении школы Малыш находит потерянного пуделя поводком решает завести дома Однако хозяйка находит пуделя увозит машине Малыш подумал жизнь проживёт без собаки,False
Возле комнаты Малыша появился Карлсон герои знакомятся После беседы Карлсон сразу стал шалить комнате Малыша время мама Бетан обсуждали новое платье последней время обсуждения Карлсон запустил паровую машину Малыша герои играли пор пока машина взорвалась Малышу даже стало интересно скажет мама Карлсон считает житейское дело,False
комнату Малышу зашли мама Бетан Карлсон спрятался занавеской никто заметил замечание матери Малыш отвечает запускал паровую машину Карлсоном мама Бетан всячески отвергают мама предупредила сильно отшлёпает Карлсона появится снова мама Бетан стали уходить Малыш пытался остановить первую,False
Малыш опечалился думая Карлсоне развеселила Бетан Сначала поцеловала потом предложила заработать эре после беседы про Пелле Малыш Бетан играют догонялки Малыш схватил Бетан колено мама утихомирила посадив креслокачалку Бетан предупредила Малыша видела вечер ради Пелле,False
Пока Карлсон играл Малышом Бетан пожаловал Пелле После веселья появилась мама очередной раз обсуждали Карлсона После беседы Карлсон улетает заполучив фонарик Малыша Изза постоянных уговоров матери Малыш снова пошёл улицу,False
улице Малыш встречает девочку Астрид собакой даже обсуждает Карлсона Изза Астрид принимает Карлсона выдумку между Малышом начинаются догонялки Бетан потом после спора Астрид получила удар Малыша замолчала,False
Снова появился Карлсон начал шалить комнате Малыша пришла мама опять увидела учинил доме Малыш продолжает говорить про Карлсона повёл маму комнату Карлсона Мама посчитала Малыша бессовестным вруном Малыш пытался обнять поцеловать маму всячески говорила желаю видеть Ближе вечеру Карлсон повёз Малыша домой причём перед Малыш оставил семье записку наверху Карлсона живёт крыше некоторыми ошибками крыши Малыш Карлсон хотели позвать Астрид услышала ни,False
крыше Малыш Карлсон ухаживают девочкоймладенцем оставленной родителями без присмотра предотвращают проделки жуликов Филле Рулле итоге прогулка заканчивается эвакуацией Малыша крыши пожарными Малыш заявил родителям крышу попал благодаря Карлсону снова верят,False
следующий день мама наняла Малышу домработницу фрекен Бок время отъезда лечение бабушки Малыш отвергает проживание фрекен Бок мама утихомирила,False
улице Малыш Астрид попрежнему скандалят изза Карлсона потом Малыш изобразил Астрид попросила взять крышу После недолгой перепалки Малыш целует Астрид бежит домой,False
Дома Малыш видит фрекен Бок плюшки чаем хотел попробовать плюшку фрекен говорит мучное портит аппетит отправляет Малыша комнату После начинается беседа проделках Малыша затем фрекен Бок слышит звон колокольчика Карлсон дал Малышу,False
Карлсон прилетел услышал запах плюшек Малыш находит благовидный предлог принести Карлсону После улёта приходит фрекен Бок целью провести генеральную уборку комнате Малыша отправляет улицу улице Малыш снова встречает Астрид сначала обижается Малыш обманул последний говорит вине домомучительницы рассказывает про,False
Малыш побежал колокольчиком фрекен Бок растоптала Малыш обозвал старой злой старухой получил пощёчину заперт часов Малыш заплакал больше никогда увидит Карлсона последний снова прилетает везёт Малыша домой Карлсон привёз Малыша обратно оказался заперт вместе фрекен Бок,False
Фильм заканчивается Карлсон отпугивает привидением жуликов Филле Рулле знакомится Бетан мамой Малыша потом дарит Астрид Малышу колокольчики,False
фасаде здания установлена мраморная мемориальная доска текстом доме гимназисты ставили любительские спектакли Автором исполнителем часто Антоша Чехов,False
Двухэтажный особняк внешне очень скромен выделяясь какимилибо яркими архитектурными решениями,False
Голос скрипки англ американский короткометражный драматический фильм Дэвида Уорка Гриффита,False
Фильм рассказывает преподавателе музыки влюблённом ученицу Елену чувство взаимно результате решает вступить коммунистическую группу члены хотят взорвать дом капиталиста вдруг узнаёт доме живёт Елена,False
Абилпеиз Абулфейз султан сын хана Абилмамбета аманатом джунгарского хунтайджи ГалданЦэрэна,False
году Абилмамбетхан скончался должен наследовать младших братьев сын Абилпеиз казахские султаны бии курултае Бурабае избрали ханом трёх жузов Абылая,False
